componentTypeName,componentTypeId,specTypeId,specTypeName,units,valueType,specCategory,description,min,max,options,alternateNames,alternateUnits
Steam Condensate Pumps,457b1fdc-2e25-416b-bae4-8dd3296b76ce,069a32de-be6f-4d4a-b3c0-fa75080b0130,Pump Head,ft,NUMERIC,UNKNOWN,Pump Head,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,b20e4be3-7fbb-4245-bb9b-a5ab65fcd35b,Heating Capacity,kW,NUMERIC,PRIMARY_SIZE,"The amount of heat energy that the steam-fired water heater can transfer to the domestic water, indicating its ability to heat water to the desired temperature within a specific time period",,,[],"[""Output Capacity"",""Heating Output""]","[""BTU/h"",""MBH"",""kcal/h""]"
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,12e19b97-53a9-46d1-aefc-aeb9da210018,Heat Transfer Area,ft²,NUMERIC,UNKNOWN,Heat Transfer Area,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,7580fcba-57e2-4b80-b3b2-2bfa376e879f,Recovery Rate,GPH,NUMERIC,UNKNOWN,Recovery Rate,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,4ceba8af-6fda-4cf4-8a04-7c99d99d14e6,Steam Consumption,lb/h,NUMERIC,UNKNOWN,Steam Consumption,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,15952950-37fc-483b-9cee-c1d87ad3acb3,Steam Input Pressure,PSI,NUMERIC,UNKNOWN,Steam Input Pressure,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,31015757-ebca-4fc0-81d2-88416392b403,Thermal Efficiency,%,NUMERIC,UNKNOWN,Thermal Efficiency,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,1c63d6d0-e3cf-469d-b877-6de96f69e63e,Water Output Temperature,°F,NUMERIC,UNKNOWN,Water Output Temperature,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,b7fc7cc9-7b3c-4cd9-a8e0-c05f5c123e80,Water Pressure Rating,PSI,NUMERIC,UNKNOWN,Water Pressure Rating,,,,[],[]
Steam-Fired Water Heaters,439d4f4f-7cef-4f50-9052-6ce1ea7cfe91,21be8ccb-88fb-450b-84f4-42869c23ad1a,Water Storage Capacity,gal,NUMERIC,UNKNOWN,Water Storage Capacity,,,,[],[]
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,7969a7fa-c724-49b7-9d3b-943412151e32,Capacity,lb/hr,NUMERIC,PRIMARY_SIZE,The maximum amount of moisture the humidifier can add to the air per hour,,,[],"[""Steam Capacity"",""Humidification Capacity""]","[""kg/hr"",""gal/hr"",""L/hr""]"
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,33d060ce-ba75-4659-907f-78fe9e965288,Humidity Control Accuracy,%RH,NUMERIC,UNKNOWN,Humidity Control Accuracy,,,,[],[]
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,28ea4ab0-f428-4cd9-a0ca-1f4248690203,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,7deb72ce-93bb-42a2-9eb5-dfd8829232e3,Space Coverage,ft²,NUMERIC,UNKNOWN,Space Coverage,,,,[],[]
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,6d100bf7-4323-43ad-a67b-a2e81946ab6d,Steam Capacity,lb/hr,NUMERIC,UNKNOWN,Steam Capacity,,,,[],[]
Steam Injection Humidifiers,d68383f0-5889-4ed0-99eb-8a5831be09d7,f9b379b1-6005-417d-9075-c696e2c7a072,Water Quality Requirement,TDS,NUMERIC,UNKNOWN,Water Quality Requirement,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,8a664a2c-a97d-476f-97c9-766861a1c252,Heat Transfer Capacity,MBH,NUMERIC,PRIMARY_SIZE,The amount of thermal energy that can be transferred from the primary to the secondary steam circuit per hour,,,[],"[""Steam Capacity"",""Heat Exchange Rate""]","[""BTU/h"",""kW"",""lb/h""]"
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,c3efed38-fc8f-434a-b559-c26b96e1d556,Primary Side Pressure Drop,PSID,NUMERIC,UNKNOWN,Primary Side Pressure Drop,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,5eb4cd31-7ef7-4312-a053-48d93f0913b6,Primary Steam Pressure,PSIG,NUMERIC,UNKNOWN,Primary Steam Pressure,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,9434dbf1-911d-4152-9252-f9ba660140cc,Primary Steam Temperature,°F,NUMERIC,UNKNOWN,Primary Steam Temperature,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,55d1f74b-124c-4996-bf0d-39a4fa2289fd,Secondary Side Pressure Drop,PSID,NUMERIC,UNKNOWN,Secondary Side Pressure Drop,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,781aae6e-6379-4422-a4c4-592b7656a463,Secondary Steam Pressure,PSIG,NUMERIC,UNKNOWN,Secondary Steam Pressure,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,829afcc7-bd46-4a14-b99c-a6e07262b4bf,Secondary Steam Temperature,°F,NUMERIC,UNKNOWN,Secondary Steam Temperature,,,,[],[]
Steam-To-Steam Heat Exchangers,4e189047-ee6f-4bb8-833e-22cea24bc441,1f57c589-eebf-4818-8ebf-6f96e562ca8c,Steam Capacity,lb/hr,NUMERIC,UNKNOWN,Steam Capacity,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,7f4e885f-8898-4dff-a19e-46dc48daa95b,Design Steam Temperature,°F,NUMERIC,UNKNOWN,Design Steam Temperature,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,1087f4e0-52e0-408e-b3fe-9572144352c1,Design Water Temperature,°F,NUMERIC,UNKNOWN,Design Water Temperature,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,f928c994-9c5a-45ea-aba7-b00d3e85b1d2,Heat Transfer Capacity,MBH,NUMERIC,PRIMARY_SIZE,The rate of heat transfer capability of the steam-to-water heat exchanger,,,[],"[""Capacity"",""Heat Exchange Rate""]","[""BTU/h"",""kW"",""kCal/h""]"
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,54651f9b-7a52-4b73-9ea8-6ea1a24e8c75,Heat Transfer Capacity,BTU/h,NUMERIC,UNKNOWN,Heat Transfer Capacity,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,86b5ec87-63ff-4d09-81eb-496a13539675,Primary Steam Pressure,PSI,NUMERIC,UNKNOWN,Primary Steam Pressure,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,33a5ce39-00bb-46f4-8f9d-b1d10937fed6,Secondary Water Pressure,PSI,NUMERIC,UNKNOWN,Secondary Water Pressure,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,cc320b5e-f1b4-483e-81e5-e000e0244351,Steam Flow Rate,lb/h,NUMERIC,UNKNOWN,Steam Flow Rate,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,2f7323ec-74f5-49b5-a571-d22a4b4a0477,Steam Side Pressure Drop,PSI,NUMERIC,UNKNOWN,Steam Side Pressure Drop,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,47a7901d-2621-484a-84ce-44dd84aee6d1,Water Flow Rate,GPM,NUMERIC,UNKNOWN,Water Flow Rate,,,,[],[]
Steam-To-Water Heat Exchangers,a68e7293-aa43-4f6d-86e8-858e55db5a5f,04d98179-6428-4cc5-ae78-f4e1f29707d4,Water Side Pressure Drop,ft H2O,NUMERIC,UNKNOWN,Water Side Pressure Drop,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,1ad7ca12-3e33-41d6-b802-5625e65a63df,Exhaust Pressure,PSI,NUMERIC,UNKNOWN,Exhaust Pressure,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,ae669909-3abc-44c8-96ff-94f06720216c,Generator Efficiency,%,NUMERIC,UNKNOWN,Generator Efficiency,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,f5bf4cbd-c162-47c2-b61e-f5f102de6e03,Generator Frequency,Hz,NUMERIC,UNKNOWN,Generator Frequency,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,20800c0f-6fa2-4127-9f1b-e4f65c150987,Generator Voltage,V,NUMERIC,UNKNOWN,Generator Voltage,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,6c468c51-c75b-43a7-86cf-85b77e990922,Power Output,kW,NUMERIC,PRIMARY_SIZE,The rated electrical power output capacity of the steam-turbine generator,,,[],"[""Electrical Capacity"",""Generator Capacity""]","[""MW"",""kVA"",""MVA""]"
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,a6c07e72-05de-4ffb-af50-775319568646,Steam Flow Rate,lb/h,NUMERIC,UNKNOWN,Steam Flow Rate,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,015a4cda-6a7c-499a-b628-27cc7761d54f,Steam Inlet Pressure,PSI,NUMERIC,UNKNOWN,Steam Inlet Pressure,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,854c1ae0-82aa-4a2e-bf41-151b4dbcea26,Steam Inlet Temperature,°F,NUMERIC,UNKNOWN,Steam Inlet Temperature,,,,[],[]
Steam-Turbine Generators,32d80d82-c570-4db4-9f80-08a189bc16c6,28cede24-7a1a-42ab-b0be-8d5f63ac7182,Turbine Speed,RPM,NUMERIC,UNKNOWN,Turbine Speed,,,,[],[]
Steam Unit Heaters,30023934-e9f1-440c-9d59-02dfeede476a,13cb1677-3ab9-44c9-b74f-bd7067106c39,Condensate Return Rate,GPM,NUMERIC,UNKNOWN,Condensate Return Rate,,,,[],[]
Steam Unit Heaters,30023934-e9f1-440c-9d59-02dfeede476a,a8f58231-f591-42eb-957e-d75c8119db98,Heating Capacity,MBH,NUMERIC,PRIMARY_SIZE,"The amount of heat the unit heater can transfer to the space, typically rated at standard conditions",,,[],"[""Output Capacity"",""Capacity""]","[""BTU/h"",""kW""]"
Steam Unit Heaters,30023934-e9f1-440c-9d59-02dfeede476a,cabc2a86-aa17-4cec-b11f-2c1ef0f77536,Steam Input,lb/h,NUMERIC,UNKNOWN,Steam Input,,,,[],[]
Steam Unit Heaters,30023934-e9f1-440c-9d59-02dfeede476a,37671682-4b1f-4580-966e-3cf43e7eb60a,Steam Pressure,PSI,NUMERIC,UNKNOWN,Steam Pressure,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,34f5369d-13a1-405f-bf0e-36941762b1fb,Capacity,MBH,NUMERIC,PRIMARY_SIZE,The rated heat output capacity of the steel water-tube boiler,,,[],"[""Output Capacity"",""Heating Capacity""]","[""BTU/h"",""kW"",""BHP"",""lb/hr steam""]"
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,2cb4d789-8442-4409-b1be-5c3f45a84644,Flue Diameter,in,NUMERIC,UNKNOWN,Flue Diameter,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,198ee5e7-1e0d-466d-9c63-7e71bb7c44e8,Fuel Consumption Rate,CFH,NUMERIC,UNKNOWN,Fuel Consumption Rate,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,c7b7dd86-9676-457e-b3d6-12a303f5f7c3,Heat Output,BTU/h,NUMERIC,UNKNOWN,Heat Output,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,a59a26e5-530b-42e2-aa9f-31c44d4d7b66,Physical Dimensions,in,NUMERIC,UNKNOWN,Physical Dimensions,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,f9fbcc9b-7851-4266-a5ce-9340febc561e,Steam Capacity,lb/h,NUMERIC,UNKNOWN,Steam Capacity,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,6da75374-ee9d-44cb-a657-a9d4d6cc5395,Water Temperature,°F,NUMERIC,UNKNOWN,Water Temperature,,,,[],[]
Steel Water-Tube Boilers,be40a8aa-25a2-44ae-993b-c76989898eb4,a9914801-5130-4831-a575-30dee502a447,Weight,lb,NUMERIC,UNKNOWN,Weight,,,,[],[]
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,686d2dd2-b789-4301-a690-30a520dcd227,Drainage Area,ft²,NUMERIC,UNKNOWN,Drainage Area,,,,[],[]
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,bb05cae6-f256-48cc-a5a2-825743595b7c,Maximum Flow Velocity,ft/s,NUMERIC,UNKNOWN,Maximum Flow Velocity,,,,[],[]
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,aec91e1d-56f8-4ba6-92c2-82060cc199dd,Pipe Size,inches,NUMERIC,PRIMARY_SIZE,The nominal diameter of the storm drainage pipe,,,[],"[""Diameter"",""Nominal Diameter""]","[""mm""]"
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,f168e7ac-c653-4227-94e5-c820c0cd7704,Rainfall Intensity,in/hr,NUMERIC,UNKNOWN,Rainfall Intensity,,,,[],[]
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,7fe31b71-fc09-456b-bfd2-cff1522367da,Roughness Coefficient,Manning's n,NUMERIC,UNKNOWN,Roughness Coefficient,,,,[],[]
Storm Drainage Piping,9cb3cd30-26d6-4452-a3b7-e926091cc3b9,2189a621-b8ce-40b2-a417-44a4aa99a10f,Slope,in/ft,NUMERIC,UNKNOWN,Slope,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,bd9ff823-87e7-49e1-8d4a-a94a954e73c6,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,The volume of storm water the pump can move per unit of time,,,[],"[""Discharge Rate"",""Pumping Capacity""]","[""L/s"",""m³/h""]"
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,fee14919-d5da-4587-9f33-10753164b3d8,Head,ft,NUMERIC,UNKNOWN,Head,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,eb894003-5da7-47d4-bd1d-1c2dcc4bd132,Motor Power,HP,NUMERIC,UNKNOWN,Motor Power,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,e9f558d2-3414-477f-ac62-76f4bf4b34db,Noise Level,dBA,NUMERIC,UNKNOWN,Noise Level,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,10e8d164-5e1f-4837-855d-3efd37bfff96,Operating Pressure,PSI,NUMERIC,UNKNOWN,Operating Pressure,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,5b406c5e-20db-4558-b9a7-4249b7f701ac,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,9006e71a-a5a7-4067-86ac-41b1f2ccd7a8,Phase,Single,NUMERIC,UNKNOWN,Phase,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,17ab94f4-9f3a-43dc-b0a9-9c6da11e9109,Pipe Connection Size,in,NUMERIC,UNKNOWN,Pipe Connection Size,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,61a3afc2-7597-4d57-83c8-9d430d5b72ff,Solids Handling Size,in,NUMERIC,UNKNOWN,Solids Handling Size,,,,[],[]
Storm Drainage Pumps,00801016-24b2-4548-b77f-83f00f6f3db1,a5cd2b2b-ac7a-4173-a521-f050476f5f60,Voltage,V,NUMERIC,UNKNOWN,Voltage,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,f67214a0-ecfe-43bd-b88b-0c4b9f40c2f7,Clearance Height,in,NUMERIC,UNKNOWN,Clearance Height,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,eab5969a-17ec-4be9-a6e4-303d3f6ea32b,Drain Size,in,NUMERIC,UNKNOWN,Drain Size,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,f8e2adea-c42b-4dac-9d34-407d69c5619f,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,The maximum volume of water the storm drainage specialty component can handle per unit of time,,,[],"[""Capacity"",""Drainage Capacity""]","[""L/s"",""CFM""]"
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,5f983c72-f2bc-4802-b4d9-a50fa7716af6,Screen Size,mesh,NUMERIC,UNKNOWN,Screen Size,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,71ca201d-d817-464f-a8c2-c7c03230ebbe,Temperature Rating,°F,NUMERIC,UNKNOWN,Temperature Rating,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,4e5feaf0-2040-4b71-baf7-914f0ba8f73d,Water Seal Depth,in,NUMERIC,UNKNOWN,Water Seal Depth,,,,[],[]
Storm Drainage Specialties,9bba0410-8ef3-434a-97e3-8380a07084db,b2f96e5d-f99b-4915-9343-dff6ebf655a5,Weight Capacity,lb,NUMERIC,UNKNOWN,Weight Capacity,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,6c568c5c-8334-4638-9c29-db38fc25cfbf,Capacity,kVA,NUMERIC,PRIMARY_SIZE,"The rated power capacity of the substation, indicating the maximum amount of electrical power it can safely handle and distribute",,,[],"[""Power Rating"",""Size""]","[""MVA"",""kW"",""MW""]"
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,665fb8be-ebf1-4d28-a6d0-fa3e03fb7b94,Connection Size,inches,NUMERIC,UNKNOWN,Connection Size,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,a7c4b82d-eeaf-4d77-8f3b-23c61226c438,Design Temperature,°F,NUMERIC,UNKNOWN,Design Temperature,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,35d4b0af-fc69-4e16-b994-c38faf1c70b3,Flow Rate,GPM,NUMERIC,UNKNOWN,Flow Rate,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,2c806bcd-a39b-4fe0-84e7-ae9d0b3aee20,Heating Capacity,BTU/h,NUMERIC,UNKNOWN,Heating Capacity,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,d180fc94-57a4-4a00-a732-c2adde94198e,Heat Transfer Efficiency,%,NUMERIC,UNKNOWN,Heat Transfer Efficiency,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,3aafdcf1-2caa-4352-b894-c6693eb4a400,Operating Pressure,PSI,NUMERIC,UNKNOWN,Operating Pressure,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,70ead5d3-95e2-4c63-a746-bff18112b844,Power Input,kW,NUMERIC,UNKNOWN,Power Input,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,c90bbacb-5247-4263-833d-ce959a0551e0,Pressure Drop,PSI,NUMERIC,UNKNOWN,Pressure Drop,,,,[],[]
Substations,47fb3900-9223-4253-b475-7677f6c0ef4a,6398a8ac-2411-4a30-a41b-d646fa012c3f,Temperature Differential,°F,NUMERIC,UNKNOWN,Temperature Differential,,,,[],[]
Sump Pumps,d785481e-df1d-445c-bfc3-79310e8d3400,b3afbdec-c82f-45a7-b89d-ee5d9663c0f4,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,The volume of fluid that the sump pump can move per unit of time,,,[],"[""Capacity"",""Discharge Rate""]","[""L/min"",""m³/h""]"
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,f2adfd76-744d-4461-9462-29fa3bf060e6,Maximum Continuous Operating Voltage,V,NUMERIC,UNKNOWN,Maximum Continuous Operating Voltage,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,c60f0a1c-36fe-4c4b-9811-1c42eaf13e14,Nominal Voltage,V,NUMERIC,UNKNOWN,Nominal Voltage,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,955afd22-f7ec-411f-a2f4-b4c83fc460cd,Operating Frequency,Hz,NUMERIC,UNKNOWN,Operating Frequency,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,86941120-a9ac-4f91-a7d4-849af37f5f20,Protection Modes,L-N,NUMERIC,UNKNOWN,Protection Modes,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,b90a4058-5eaf-4ebf-b617-a7ecb0d93988,Short Circuit Current Rating,kA,NUMERIC,UNKNOWN,Short Circuit Current Rating,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,37e241e4-0ecc-4da2-8de7-68910597d00b,Surge Current Capacity,kA,NUMERIC,PRIMARY_SIZE,Maximum surge current capacity the device can safely handle during a single impulse event,,,[],"[""Surge Rating"",""kA Rating""]","[""Amps""]"
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,2d1f457b-582e-45b2-aca5-f3adfef618aa,Surge Protection Level,kA,NUMERIC,UNKNOWN,Surge Protection Level,,,,[],[]
Surge Protection Devices,ffa15655-7980-411a-a8b6-a12dc2f7f1c4,53008f9f-17d3-408e-9e30-0197bac90ef2,Voltage Protection Level,V,NUMERIC,UNKNOWN,Voltage Protection Level,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,3b4b07cb-6e42-4f33-88ed-ad9be4a72f8e,Ampacity,A,NUMERIC,PRIMARY_SIZE,"The maximum current capacity of the switchboard, indicating the electrical load it can safely handle",,,[],"[""Amperage"",""Current Rating""]","[""Amps"",""Amperes""]"
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,d3302a50-6b0f-4992-9568-a04df509a830,Bus Bar Ampacity,A,NUMERIC,UNKNOWN,Bus Bar Ampacity,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,37358d88-3150-49d2-b5a1-e3413045a6e5,Current Rating,A,NUMERIC,UNKNOWN,Current Rating,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,5878adbf-58d9-4ac5-aeae-b7abaa609758,Depth,in,NUMERIC,UNKNOWN,Depth,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,8d55f9bc-a579-4593-af04-b9cb1bc8e5c0,Enclosure Rating,NEMA,NUMERIC,UNKNOWN,Enclosure Rating,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,bb0d39e2-9304-4178-bc1c-929a9cd6ab36,Height,in,NUMERIC,UNKNOWN,Height,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,eed26340-7e2c-46a7-b661-8258a3fa1007,Weight,lb,NUMERIC,UNKNOWN,Weight,,,,[],[]
Switchboards,1114268b-8487-42df-87bf-54a4800398f2,51327f18-1b6b-4891-9a09-ea9b4ad7c305,Width,in,NUMERIC,UNKNOWN,Width,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,CFM,NUMERIC,UNKNOWN,Air Flow,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,7747ff2a-eb34-4fd7-9a4d-647849e7371c,Air Pressure Drop,inWC,NUMERIC,UNKNOWN,Air Pressure Drop,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,e9ef8a92-c483-403a-9fdf-a10f20a8f1c6,Cooling Capacity,MBH,NUMERIC,PRIMARY_SIZE,"The rated cooling or heating capacity of the terminal unit, indicating the amount of heat that can be removed from or added to a space",,,[],"[""Heating and Cooling Capacity"",""Thermal Capacity""]","[""BTU/h"",""tons"",""kW""]"
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,4e599347-6fc7-4608-96dc-b9eb1d7c282d,Cooling Capacity,BTU/h,NUMERIC,UNKNOWN,Cooling Capacity,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,58039aaf-b42f-4d66-9e9b-8fea35bcab28,Electrical Requirements,V,NUMERIC,UNKNOWN,Electrical Requirements,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,a12b491a-b669-489f-8de8-cbff53d6c5a4,Entering Water Temperature,°F,NUMERIC,UNKNOWN,Entering Water Temperature,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,7fba1351-83b9-4206-bcf2-d5e0e4a9352f,Fan Power,W,NUMERIC,UNKNOWN,Fan Power,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,e8d9e058-8016-4ade-a7ff-dc997fa7b421,Fluid Volume,gal,NUMERIC,UNKNOWN,Fluid Volume,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,00a7805b-2949-4d0a-b059-27ad9dd99522,Heating Capacity,BTU/h,NUMERIC,UNKNOWN,Heating Capacity,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,5dae949e-3a50-4b31-8f40-c1281984f35b,Leaving Water Temperature,°F,NUMERIC,UNKNOWN,Leaving Water Temperature,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,1236a512-94ee-456d-beac-6700ff9c61c7,Maximum Working Pressure,PSI,NUMERIC,UNKNOWN,Maximum Working Pressure,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,60b6b493-96e8-4ca7-aa99-68900968938d,Physical Dimensions,in,NUMERIC,UNKNOWN,Physical Dimensions,,,,[],[]
Terminal Heating and Cooling Units,6982528f-31ed-4a2c-adb7-f361fa284b6f,3f80ed2d-7f53-4f0b-9e51-eb6260c95dad,Sound Power Level,dBA,NUMERIC,UNKNOWN,Sound Power Level,,,,[],[]
